Station name                                 	CSU_atmos
Sonde type                                   	RS92-SGP
Sonde serial number                          	J3713986
Release point latitude                       	40.58?N
Release point longitude                      	105.09?W
Release point height from sea level          	1529 m
Balloon release date and time                	2015-09-02T22:05:14
Reason for termination                       	ManualStop
System trademark and model                   	MW41
Terminating altitude                         	13834 m
Surface pressure                             	845.2 hPa
Surface temperature                          	31.9 ?C
Surface relative humidity                    	15 %
Surface wind speed                           	3.1 m/s
Surface wind direction                       	147?
Surface pressure                             	845.1 hPa
Average ascent rate                          	4.1 m/s
Sounding length                              	00:50:03 hh:mm:ss
P correction (Pref - P)                      	1.65 hPa
T correction (Tref - T)                      	-0.26 ?C 
U1 correction (Uref - U1)                    	-1.0 %Rh
U2 correction (Uref - U2)                    	-0.9 %Rh
T temperature                                	26.22 ?C
P pressure                                   	843.66 hPa
Pref pressure                                	845.31 hPa
Tref temperature                             	26.0 ?C
Uref humidity                                	Desiccant 0 %Rh
Software version                             	MW41 2.1.0
Height and pressure in messages is based on  	P Sensor

Elapsed time HeightMSL    Pm  Temp  Dewp    RH Speed   Dir AscRate    Lat      Lon GpsHeightMSL
        1789    8968.2 331.3 -28.5 -42.8  24.3  16.4 249.8     3.5 40.602 -104.918       8957.5
        1790    8971.5 331.2 -28.5 -43.0  23.8  16.4 249.7     3.3 40.602 -104.918       8960.6
        1791    8974.5 331.1 -28.5 -43.2  23.3  16.4 249.6     3.0 40.602 -104.918       8963.8
        1792    8977.4 330.9 -28.5 -43.4  22.8  16.4 249.6     2.9 40.602 -104.917       8967.0
        1793    8980.3 330.8 -28.5 -43.5  22.4  16.4 249.5     2.9 40.602 -104.917       8970.1
        1794    8983.0 330.7 -28.5 -43.6  22.3  16.4 249.5     2.8 40.602 -104.917       8973.1
        1795    8985.8 330.5 -28.5 -43.6  22.3  16.4 249.4     2.8 40.602 -104.917       8975.9
        1796    8988.9 330.4 -28.5 -43.5  22.6  16.4 249.4     3.0 40.602 -104.917       8978.8
        1797    8992.2 330.2 -28.5 -43.4  22.8  16.4 249.3     3.3 40.602 -104.916       8981.8
        1798    8995.6 330.1 -28.6 -43.4  23.0  16.4 249.3     3.4 40.602 -104.916       8984.9
        1799    8999.0 329.9 -28.6 -43.3  23.1  16.4 249.3     3.5 40.602 -104.916       8988.3
        1800    9002.5 329.8 -28.6 -43.4  23.0  16.4 249.2     3.5 40.602 -104.916       8992.0
        1801    9005.9 329.6 -28.6 -43.4  22.9  16.4 249.2     3.4 40.602 -104.916       8995.5
        1802    9009.0 329.5 -28.6 -43.5  22.8  16.4 249.2     3.1 40.602 -104.916       8998.8
        1803    9011.8 329.3 -28.7 -43.5  22.8  16.4 249.2     2.9 40.602 -104.915       9002.0
        1804    9014.8 329.2 -28.7 -43.5  22.9  16.4 249.2     2.9 40.602 -104.915       9005.0
        1805    9017.9 329.1 -28.7 -43.5  22.9  16.4 249.2     3.1 40.603 -104.915       9008.1
        1806    9021.1 328.9 -28.7 -43.5  22.9  16.4 249.3     3.2 40.603 -104.915       9011.2
        1807    9024.2 328.8 -28.7 -43.6  22.8  16.4 249.3     3.1 40.603 -104.915       9014.3
        1808    9027.3 328.6 -28.8 -43.6  22.7  16.4 249.3     3.1 40.603 -104.914       9017.4
        1809    9030.4 328.5 -28.8 -43.7  22.6  16.4 249.3     3.1 40.603 -104.914       9020.5
        1810    9033.5 328.3 -28.8 -43.8  22.5  16.4 249.3     3.2 40.603 -104.914       9023.7
        1811    9036.7 328.2 -28.8 -43.9  22.4  16.4 249.4     3.1 40.603 -104.914       9027.1
        1812    9039.8 328.1 -28.8 -43.9  22.3  16.4 249.4     3.1 40.603 -104.914       9030.5
        1813    9043.0 327.9 -28.9 -43.9  22.2  16.4 249.4     3.2 40.603 -104.914       9034.0
        1814    9046.3 327.8 -28.9 -43.9  22.3  16.4 249.5     3.3 40.603 -104.913       9037.3
        1815    9049.6 327.6 -28.9 -44.0  22.2  16.4 249.5     3.2 40.603 -104.913       9040.5
        1816    9052.7 327.5 -28.9 -44.0  22.2  16.4 249.5     3.1 40.603 -104.913       9043.6
        1817    9055.9 327.3 -29.0 -44.1  22.1  16.4 249.6     3.2 40.603 -104.913       9046.7
        1818    9059.1 327.2 -29.0 -44.2  22.0  16.5 249.6     3.2 40.603 -104.913       9049.9
        1819    9062.4 327.0 -29.0 -44.2  21.8  16.5 249.6     3.3 40.603 -104.912       9053.1
        1820    9065.7 326.9 -29.0 -44.3  21.7  16.5 249.6     3.3 40.603 -104.912       9056.4
        1821    9069.1 326.7 -29.0 -44.4  21.5  16.5 249.7     3.5 40.603 -104.912       9059.8
        1822    9072.6 326.5 -29.1 -44.4  21.5  16.5 249.7     3.5 40.603 -104.912       9063.1
        1823    9076.0 326.4 -29.1 -44.5  21.5  16.5 249.7     3.4 40.603 -104.912       9066.5
        1824    9079.3 326.2 -29.1 -44.5  21.5  16.5 249.7     3.3 40.603 -104.912       9069.9
        1825    9082.7 326.1 -29.1 -44.5  21.5  16.5 249.7     3.4 40.604 -104.911       9073.2
        1826    9086.3 325.9 -29.2 -44.5  21.6  16.5 249.8     3.6 40.604 -104.911       9076.8
        1827    9090.1 325.8 -29.2 -44.5  21.7  16.4 249.8     3.8 40.604 -104.911       9080.6
        1828    9093.8 325.6 -29.2 -44.4  21.8  16.4 249.8     3.7 40.604 -104.911       9084.1
        1829    9097.3 325.4 -29.3 -44.4  22.0  16.4 249.8     3.5 40.604 -104.911       9087.1
        1830    9100.6 325.3 -29.3 -44.4  22.1  16.4 249.8     3.4 40.604 -104.910       9090.2
        1831    9104.0 325.1 -29.3 -44.4  22.2  16.4 249.8     3.4 40.604 -104.910       9093.6
        1832    9107.3 325.0 -29.3 -44.4  22.2  16.4 249.9     3.3 40.604 -104.910       9097.4
        1833    9110.6 324.8 -29.4 -44.4  22.2  16.4 249.9     3.3 40.604 -104.910       9101.4
        1834    9114.0 324.7 -29.4 -44.4  22.3  16.3 249.9     3.4 40.604 -104.910       9105.4
        1835    9117.7 324.5 -29.4 -44.4  22.3  16.3 249.9     3.6 40.604 -104.910       9109.1
        1836    9121.3 324.3 -29.5 -44.3  22.5  16.3 250.0     3.7 40.604 -104.909       9112.6
        1837    9124.9 324.2 -29.5 -44.3  22.8  16.3 250.0     3.6 40.604 -104.909       9115.9
        1838    9128.4 324.0 -29.5 -44.2  23.0  16.2 250.0     3.5 40.604 -104.909       9119.3
        1839    9131.9 323.8 -29.6 -44.1  23.3  16.2 250.1     3.4 40.604 -104.909       9122.7
        1840    9135.3 323.7 -29.6 -44.1  23.5  16.1 250.1     3.4 40.604 -104.909       9126.2
        1841    9138.8 323.5 -29.6 -44.0  23.8  16.1 250.1     3.5 40.604 -104.908       9129.8
        1842    9142.4 323.4 -29.7 -43.9  24.2  16.1 250.2     3.6 40.604 -104.908       9133.5
        1843    9145.9 323.2 -29.7 -43.7  24.6  16.0 250.2     3.5 40.604 -104.908       9137.2
        1844    9149.4 323.1 -29.7 -43.7  24.9  16.0 250.2     3.5 40.605 -104.908       9140.9
        1845    9152.9 322.9 -29.8 -43.7  24.9  15.9 250.3     3.5 40.605 -104.908       9144.3
        1846    9156.5 322.7 -29.8 -43.8  24.5  15.9 250.3     3.6 40.605 -104.908       9147.7
        1847    9160.2 322.6 -29.8 -44.1  23.9  15.8 250.3     3.7 40.605 -104.907       9151.1
        1848    9163.8 322.4 -29.8 -44.5  23.0  15.7 250.3     3.6 40.605 -104.907       9154.7
        1849    9167.3 322.2 -29.9 -44.9  22.1  15.7 250.3     3.5 40.605 -104.907       9158.1
        1850    9170.8 322.1 -29.9 -45.3  21.2  15.6 250.3     3.4 40.605 -104.907       9161.4
        1851    9174.3 321.9 -29.9 -45.6  20.4  15.6 250.3     3.5 40.605 -104.907       9164.7
        1852    9178.1 321.8 -29.9 -45.9  19.8  15.5 250.3     3.8 40.605 -104.907       9168.3
        1853    9182.1 321.6 -29.9 -46.1  19.3  15.4 250.3     4.0 40.605 -104.906       9172.2
        1854    9186.0 321.4 -29.9 -46.3  19.0  15.4 250.2     3.9 40.605 -104.906       9176.1
        1855    9189.7 321.2 -29.9 -46.4  18.7  15.3 250.2     3.6 40.605 -104.906       9180.0
        1856    9193.2 321.1 -29.9 -46.5  18.5  15.3 250.2     3.5 40.605 -104.906       9183.8
        1857    9196.8 320.9 -30.0 -46.6  18.4  15.2 250.1     3.7 40.605 -104.906       9187.5
        1858    9200.7 320.7 -30.0 -46.7  18.3  15.1 250.1     3.8 40.605 -104.906       9191.0
        1859    9204.5 320.6 -30.0 -46.8  18.1  15.1 250.0     3.8 40.605 -104.905       9194.4
        1860    9208.3 320.4 -30.0 -46.9  18.0  15.0 250.0     3.8 40.605 -104.905       9197.6
        1861    9212.0 320.2 -30.0 -46.9  18.0  15.0 249.9     3.7 40.605 -104.905       9200.9
        1862    9215.6 320.1 -30.1 -46.9  18.0  14.9 249.9     3.6 40.605 -104.905       9204.6
        1863    9219.2 319.9 -30.1 -47.0  18.0  14.9 249.8     3.6 40.605 -104.905       9208.6
        1864    9223.0 319.7 -30.2 -47.0  18.0  14.8 249.7     3.7 40.605 -104.905       9212.5
        1865    9226.8 319.6 -30.2 -47.0  18.0  14.8 249.7     3.8 40.606 -104.904       9216.3
        1866    9230.6 319.4 -30.2 -47.1  18.0  14.7 249.6     3.8 40.606 -104.904       9220.2
        1867    9234.4 319.2 -30.3 -47.1  18.0  14.7 249.6     3.8 40.606 -104.904       9224.0
        1868    9238.3 319.0 -30.3 -47.1  18.0  14.6 249.5     3.9 40.606 -104.904       9227.8
        1869    9242.3 318.9 -30.3 -47.1  18.0  14.6 249.4     4.0 40.606 -104.904       9231.8
        1870    9246.2 318.7 -30.4 -47.1  18.1  14.6 249.4     4.0 40.606 -104.904       9236.1
        1871    9250.3 318.5 -30.4 -47.2  18.1  14.5 249.3     4.0 40.606 -104.903       9240.3
        1872    9254.2 318.3 -30.4 -47.2  18.1  14.5 249.2     4.0 40.606 -104.903       9244.4
        1873    9258.1 318.2 -30.5 -47.2  18.2  14.4 249.2     3.9 40.606 -104.903       9248.4
        1874    9261.9 318.0 -30.5 -47.2  18.3  14.3 249.1     3.8 40.606 -104.903       9252.2
        1875    9265.7 317.8 -30.6 -47.2  18.3  14.3 249.0     3.8 40.606 -104.903       9255.7
        1876    9269.4 317.7 -30.6 -47.2  18.4  14.2 248.9     3.7 40.606 -104.903       9258.9
        1877    9273.0 317.5 -30.7 -47.2  18.5  14.2 248.8     3.6 40.606 -104.902       9262.3
        1878    9276.6 317.3 -30.7 -47.2  18.6  14.1 248.7     3.6 40.606 -104.902       9266.0
        1879    9280.2 317.2 -30.7 -47.2  18.7  14.1 248.7     3.6 40.606 -104.902       9269.9
        1880    9283.7 317.0 -30.7 -47.2  18.6  14.1 248.6     3.5 40.606 -104.902       9273.6
        1881    9287.2 316.9 -30.7 -47.3  18.3  14.0 248.5     3.5 40.606 -104.902       9277.3
        1882    9290.7 316.7 -30.7 -47.5  17.9  14.0 248.4     3.6 40.606 -104.902       9281.0
        1883    9294.4 316.5 -30.7 -47.8  17.4  14.0 248.4     3.7 40.606 -104.902       9284.7
        1884    9298.1 316.4 -30.7 -48.0  16.9  14.0 248.3     3.7 40.606 -104.901       9288.4
        1885    9301.7 316.2 -30.7 -48.1  16.7  14.0 248.2     3.6 40.606 -104.901       9292.2
        1886    9305.2 316.1 -30.7 -48.2  16.6  14.0 248.2     3.6 40.606 -104.901       9296.2
        1887    9308.9 315.9 -30.8 -48.1  16.8  14.0 248.1     3.7 40.606 -104.901       9300.4
        1888    9312.7 315.7 -30.8 -48.0  17.1  14.0 248.0     3.8 40.607 -104.901       9304.3
        1889    9316.6 315.5 -30.8 -47.9  17.3  14.0 248.0     3.9 40.607 -104.901       9307.8
        1890    9320.3 315.4 -30.8 -47.9  17.4  14.0 247.9     3.7 40.607 -104.900       9311.1
        1891    9323.8 315.2 -30.8 -47.9  17.4  14.0 247.9     3.5 40.607 -104.900       9314.5
        1892    9327.3 315.1 -30.9 -47.9  17.4  14.0 247.8     3.5 40.607 -104.900       9318.1
        1893    9330.8 314.9 -30.9 -47.9  17.5  14.0 247.8     3.5 40.607 -104.900       9322.0
        1894    9334.4 314.8 -30.9 -47.9  17.5  14.1 247.7     3.5 40.607 -104.900       9325.9
        1895    9337.9 314.6 -30.9 -47.9  17.5  14.1 247.7     3.5 40.607 -104.900       9329.7
        1896    9341.4 314.4 -31.0 -47.9  17.6  14.1 247.7     3.5 40.607 -104.900       9333.4
        1897    9344.7 314.3 -31.0 -47.9  17.6  14.1 247.6     3.3 40.607 -104.899       9336.7
        1898    9348.0 314.2 -31.1 -48.0  17.6  14.2 247.6     3.3 40.607 -104.899       9339.6
        1899    9351.4 314.0 -31.1 -48.0  17.6  14.2 247.6     3.4 40.607 -104.899       9342.3
        1900    9354.9 313.8 -31.2 -48.0  17.8  14.3 247.6     3.5 40.607 -104.899       9345.0
        1901    9358.3 313.7 -31.2 -48.0  17.9  14.3 247.5     3.4 40.607 -104.899       9348.0
        1902    9361.7 313.5 -31.3 -47.9  18.1  14.3 247.5     3.4 40.607 -104.899       9351.5
        1903    9365.1 313.4 -31.3 -47.9  18.2  14.4 247.5     3.5 40.607 -104.898       9355.4
        1904    9368.7 313.2 -31.3 -47.8  18.3  14.4 247.5     3.6 40.607 -104.898       9359.4
        1905    9372.3 313.1 -31.4 -47.9  18.4  14.4 247.5     3.6 40.607 -104.898       9363.1
        1906    9375.9 312.9 -31.4 -47.9  18.4  14.5 247.6     3.6 40.607 -104.898       9366.7
        1907    9379.4 312.8 -31.4 -47.9  18.5  14.5 247.6     3.6 40.607 -104.898       9370.2
        1908    9383.0 312.6 -31.5 -47.9  18.5  14.5 247.6     3.6 40.608 -104.898       9373.6
        1909    9386.5 312.4 -31.5 -47.9  18.5  14.5 247.6     3.6 40.608 -104.898       9377.0
        1910    9390.2 312.3 -31.5 -47.9  18.5  14.5 247.7     3.6 40.608 -104.897       9380.3
        1911    9393.8 312.1 -31.6 -47.9  18.6  14.5 247.7     3.6 40.608 -104.897       9383.5
        1912    9397.2 312.0 -31.6 -47.9  18.6  14.5 247.8     3.4 40.608 -104.897       9386.7
        1913    9400.5 311.8 -31.6 -47.9  18.7  14.5 247.8     3.3 40.608 -104.897       9390.0
        1914    9403.8 311.7 -31.7 -47.9  18.8  14.5 247.9     3.3 40.608 -104.897       9393.5
        1915    9407.1 311.5 -31.7 -47.9  18.8  14.5 247.9     3.3 40.608 -104.897       9396.9
        1916    9410.4 311.4 -31.7 -47.9  18.9  14.5 248.0     3.3 40.608 -104.896       9400.2
        1917    9413.7 311.3 -31.8 -47.9  18.9  14.5 248.0     3.3 40.608 -104.896       9403.4
        1918    9417.0 311.1 -31.8 -47.9  19.0  14.5 248.1     3.3 40.608 -104.896       9406.6
        1919    9420.4 311.0 -31.8 -47.9  19.1  14.5 248.2     3.4 40.608 -104.896       9409.8
        1920    9423.8 310.8 -31.8 -47.9  19.2  14.5 248.2     3.4 40.608 -104.896       9413.2
        1921    9427.2 310.7 -31.9 -47.8  19.3  14.4 248.3     3.4 40.608 -104.896       9416.6
        1922    9430.6 310.5 -31.9 -47.8  19.4  14.4 248.4     3.4 40.608 -104.895       9420.1
        1923    9434.0 310.4 -31.9 -47.8  19.5  14.4 248.5     3.4 40.608 -104.895       9423.6
        1924    9437.4 310.2 -32.0 -47.8  19.7  14.3 248.5     3.4 40.608 -104.895       9427.0
        1925    9440.7 310.1 -32.0 -47.7  19.8  14.3 248.6     3.4 40.608 -104.895       9430.4
        1926    9444.1 309.9 -32.0 -47.7  20.0  14.3 248.7     3.4 40.608 -104.895       9433.7
        1927    9447.4 309.8 -32.0 -47.5  20.3  14.2 248.7     3.3 40.608 -104.895       9436.9
        1928    9450.8 309.6 -32.1 -47.4  20.6  14.2 248.8     3.3 40.609 -104.894       9440.1
        1929    9454.1 309.5 -32.1 -47.3  20.9  14.2 248.8     3.3 40.609 -104.894       9443.3
        1930    9457.6 309.3 -32.1 -47.2  21.2  14.1 248.9     3.5 40.609 -104.894       9446.5
        1931    9461.2 309.2 -32.1 -47.1  21.5  14.1 248.9     3.6 40.609 -104.894       9450.0
        1932    9464.8 309.0 -32.1 -47.0  21.8  14.0 248.9     3.6 40.609 -104.894       9453.8
        1933    9468.2 308.9 -32.2 -46.9  22.0  14.0 249.0     3.4 40.609 -104.894       9457.4
        1934    9471.3 308.7 -32.2 -46.9  22.1  14.0 249.0     3.2 40.609 -104.894       9460.8
        1935    9474.5 308.6 -32.2 -46.9  22.2  13.9 249.0     3.2 40.609 -104.893       9464.0
        1936    9477.7 308.4 -32.3 -46.9  22.2  13.9 249.1     3.3 40.609 -104.893       9467.3
        1937    9481.1 308.3 -32.3 -46.9  22.2  13.8 249.1     3.4 40.609 -104.893       9470.7
        1938    9484.5 308.1 -32.3 -46.9  22.2  13.8 249.1     3.4 40.609 -104.893       9473.9
        1939    9487.9 308.0 -32.3 -47.0  22.2  13.8 249.1     3.4 40.609 -104.893       9477.2
        1940    9491.1 307.9 -32.3 -47.0  22.1  13.7 249.1     3.2 40.609 -104.893       9480.4
        1941    9494.0 307.7 -32.4 -47.1  21.9  13.7 249.1     2.9 40.609 -104.893       9483.6
        1942    9496.9 307.6 -32.4 -47.3  21.6  13.7 249.1     2.9 40.609 -104.892       9486.7
        1943    9499.8 307.5 -32.4 -47.4  21.3  13.6 249.1     2.9 40.609 -104.892       9489.7
        1944    9502.8 307.3 -32.4 -47.5  21.0  13.6 249.1     3.0 40.609 -104.892       9492.7
        1945    9505.7 307.2 -32.4 -47.7  20.7  13.6 249.1     3.0 40.609 -104.892       9495.6
        1946    9508.8 307.1 -32.4 -47.7  20.6  13.5 249.1     3.0 40.609 -104.892       9498.5
        1947    9511.9 306.9 -32.5 -47.7  20.7  13.5 249.1     3.1 40.609 -104.892       9501.5
        1948    9514.9 306.8 -32.5 -47.7  20.8  13.4 249.0     3.1 40.609 -104.891       9504.7
        1949    9518.0 306.7 -32.6 -47.7  20.8  13.4 249.0     3.1 40.609 -104.891       9507.9
        1950    9521.1 306.5 -32.6 -47.7  20.9  13.4 249.0     3.1 40.609 -104.891       9511.1
        1951    9524.2 306.4 -32.6 -47.7  21.0  13.4 249.0     3.1 40.610 -104.891       9514.5
        1952    9527.3 306.3 -32.7 -47.8  21.0  13.3 249.0     3.1 40.610 -104.891       9518.0
        1953    9530.5 306.1 -32.7 -47.8  21.0  13.3 248.9     3.2 40.610 -104.891       9521.4
        1954    9533.7 306.0 -32.7 -47.8  21.1  13.3 248.9     3.2 40.610 -104.891       9524.8
        1955    9536.9 305.9 -32.7 -47.8  21.1  13.3 248.9     3.2 40.610 -104.890       9528.2
        1956    9540.1 305.7 -32.7 -47.8  21.1  13.3 248.9     3.2 40.610 -104.890       9531.5
        1957    9543.3 305.6 -32.8 -47.8  21.2  13.2 248.9     3.2 40.610 -104.890       9534.7
        1958    9546.4 305.4 -32.8 -47.7  21.4  13.2 248.8     3.2 40.610 -104.890       9537.5
        1959    9549.6 305.3 -32.8 -47.7  21.5  13.2 248.8     3.2 40.610 -104.890       9540.1
        1960    9552.6 305.2 -32.9 -47.7  21.7  13.2 248.8     3.0 40.610 -104.890       9542.8
        1961    9555.5 305.1 -32.9 -47.7  21.8  13.2 248.8     2.9 40.610 -104.890       9545.7
        1962    9558.3 304.9 -33.0 -47.7  21.9  13.2 248.8     2.9 40.610 -104.889       9548.8
        1963    9561.4 304.8 -33.0 -47.6  22.0  13.2 248.8     3.0 40.610 -104.889       9551.7
        1964    9564.8 304.6 -33.0 -47.6  22.1  13.2 248.8     3.5 40.610 -104.889       9554.6
        1965    9568.5 304.5 -33.0 -47.6  22.3  13.2 248.8     3.7 40.610 -104.889       9557.6
        1966    9572.0 304.3 -33.1 -47.5  22.4  13.2 248.8     3.4 40.610 -104.889       9560.9
        1967    9575.0 304.2 -33.1 -47.5  22.6  13.2 248.8     3.0 40.610 -104.889       9564.4
        1968    9577.9 304.1 -33.1 -47.5  22.7  13.2 248.8     2.9 40.610 -104.889       9568.1
        1969    9580.9 304.0 -33.2 -47.5  22.7  13.2 248.8     3.0 40.610 -104.888       9571.6
        1970    9584.1 303.8 -33.2 -47.6  22.5  13.2 248.9     3.3 40.610 -104.888       9574.9
        1971    9587.5 303.7 -33.2 -47.8  22.2  13.2 248.9     3.4 40.610 -104.888       9577.9
        1972    9590.9 303.5 -33.3 -48.0  21.8  13.2 248.9     3.4 40.610 -104.888       9580.9
        1973    9594.4 303.4 -33.3 -48.2  21.3  13.2 249.0     3.5 40.610 -104.888       9583.9
        1974    9598.0 303.2 -33.3 -48.4  21.0  13.2 249.0     3.6 40.611 -104.888       9587.1
        1975    9601.5 303.1 -33.4 -48.5  20.8  13.2 249.1     3.5 40.611 -104.888       9590.6
        1976    9604.8 302.9 -33.4 -48.5  20.8  13.2 249.1     3.4 40.611 -104.887       9594.3
        1977    9608.2 302.8 -33.4 -48.5  20.8  13.3 249.2     3.4 40.611 -104.887       9597.9
        1978    9611.4 302.6 -33.4 -48.5  20.8  13.3 249.2     3.2 40.611 -104.887       9601.4
        1979    9614.6 302.5 -33.4 -48.4  21.0  13.3 249.3     3.2 40.611 -104.887       9604.8
        1980    9618.0 302.4 -33.5 -48.4  21.2  13.3 249.3     3.4 40.611 -104.887       9608.3
        1981    9621.6 302.2 -33.5 -48.3  21.3  13.3 249.4     3.7 40.611 -104.887       9611.8
        1982    9625.4 302.0 -33.5 -48.3  21.4  13.4 249.5     3.8 40.611 -104.887       9615.4
        1983    9629.1 301.9 -33.5 -48.3  21.4  13.4 249.5     3.6 40.611 -104.886       9618.8
        1984    9632.3 301.7 -33.6 -48.4  21.4  13.4 249.6     3.2 40.611 -104.886       9622.1
        1985    9635.3 301.6 -33.6 -48.4  21.4  13.5 249.7     3.0 40.611 -104.886       9625.4
        1986    9638.5 301.5 -33.6 -48.5  21.3  13.5 249.7     3.2 40.611 -104.886       9628.6
        1987    9641.9 301.3 -33.7 -48.5  21.2  13.5 249.8     3.3 40.611 -104.886       9631.7
        1988    9645.2 301.2 -33.7 -48.6  21.1  13.6 249.8     3.3 40.611 -104.886       9634.6
        1989    9648.5 301.0 -33.7 -48.7  21.0  13.6 249.9     3.3 40.611 -104.886       9637.6
        1990    9651.8 300.9 -33.7 -48.8  20.8  13.6 249.9     3.3 40.611 -104.885       9640.8
        1991    9655.0 300.8 -33.8 -48.8  20.7  13.6 250.0     3.3 40.611 -104.885       9644.2
        1992    9658.3 300.6 -33.8 -48.9  20.6  13.7 250.0     3.3 40.611 -104.885       9647.7
        1993    9661.7 300.5 -33.8 -49.0  20.5  13.7 250.1     3.4 40.611 -104.885       9651.1
        1994    9665.2 300.3 -33.8 -49.1  20.4  13.7 250.1     3.5 40.611 -104.885       9654.2
        1995    9668.6 300.2 -33.9 -49.1  20.3  13.7 250.1     3.5 40.611 -104.885       9657.4
        1996    9672.1 300.0 -33.9 -49.1  20.3  13.8 250.2     3.5 40.611 -104.884       9660.7
        1997    9675.5 299.9 -33.9 -49.2  20.3  13.8 250.2     3.5 40.611 -104.884       9664.1
        1998    9678.9 299.7 -34.0 -49.2  20.3  13.8 250.2     3.4 40.611 -104.884       9667.6
        1999    9682.0 299.6 -34.0 -49.2  20.4  13.8 250.2     3.1 40.612 -104.884       9671.0
